TDE,Observation Information,Observation Information,Observation Information,Observation Information,Counts,Counts,Counts,Counts,Poisson Analysis,Poisson Analysis,Poisson Analysis,Count Rate,Count Rate,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,
Swift J2058+05,9154300002,xs101,54598.6,3909.8,0,1.081,2.533,0.411,1,0,U,0.00207673,0,0.16,average of xmm fits for this event,,1.885,average of xmm fits for this event,,,2.16E-15,0,0,2.80E+43,0,0,3.24866,0,1.36342,0,3.83076,0,slew
Swift J2058+05,9218900005,xs102,55888,3830,0.867,1.441,1.133,0.275,1,0,U,0.00125508,0,0.16,average of xmm fits for this event,,1.885,average of xmm fits for this event,,,1.31E-15,0,0,1.70E+43,0,0,2.55263,0,1.36342,0,2.29737,0,slew
Swift J2058+05,9227200002,xs103,56052.7,6645.8,0,0.221,0.733,0.221,1,0,U,0.000551971,0,0.16,average of xmm fits for this event,,1.885,average of xmm fits for this event,,,5.72E-16,0,0,7.43E+42,0,0,2.01907,0,1,0,1.22707,0,slew
Swift J2058+05,9273500002,xs104,56976.1,1020,0.533,1.779,2.467,0.406,1,0,U,0.00782027,0,0.16,average of xmm fits for this event,,1.885,average of xmm fits for this event,,,8.11E-15,0,0,1.05E+44,0,0,7.77778,2.94,5.55556,2.48444,13,3.606,slew
TDE2,9274500003,xs105,56995.9,5010,0.067,1.031,0.93,0.25,1,0,U,0.000849,0,0.0423,,,4.5,,,,6.72E-16,0,0,1.42E+41,0,0,1.36342,0,1.71293,0,1.22707,0,slew
WINGS J1348,9047000006,xs106,52459.6,1430.6,23.133,5.519,6.867,0.677,9.95E-07,1,D,0.0179668,0.00428647,0.11,average of xmm fits for this event,,1.92,average of xmm fits for this event,,,1.89E-14,1.44E-14,2.35E-14,1.75E+41,1.33E+41,2.17E+41,11.8522,4.03,6.81444,2.95222,4.933,2.464,slew
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASX J0203,"00035746001, 00040304001",s1,54755.8,5621.4,175.339,13.547,7.661,0.714,0,1,D,0.034657,0.00267766,0.02,,,1.4,-0.33,0.35,1.30 (4),4.01E-13,3.47E-13,4.63E-13,3.65E+42,3.16E+42,4.21E+42,78.2244,9.50444,60.15,8.32444,41.469,6.646,swift
2MASX J0203,00035746002,s2,54527,3633.56,118.861,11.151,5.139,0.586,0,1,D,0.0363467,0.00340988,0.02,,,1.28,-0.46,0.46,1.30 (2),4.61E-13,3.99E-13,5.27E-13,4.19E+42,3.62E+42,4.79E+42,42.8867,7.03556,49.5533,7.54333,29.864,5.669,swift
2MASX J0249,"00035748002, 00035748003",s3,54075.7,829.18,2.801,2.02,1.199,0.283,0.337011,0.662989,U,0.00600857,0,0.44,,,4.5,,,,1.30E-13,0,0,1.18E+42,0,0,2.96333,1.93111,2.01473,0,2.51393,0,swift
2MASX J0249,00035748004,s4,54126.8,616.853,3.335,2.011,0.665,0.21,0.0300223,0.969978,D,0.00560448,0.00362233,0.44,,,4.5,,,,1.21E-13,4.27E-14,1.99E-13,1.10E+42,3.88E+41,1.81E+42,4.14889,2.22667,1,0,1.54164,0,swift
2MASX J0249,00035748005,s5,54278.7,3041.71,27.259,5.59,3.741,0.5,7.44E-15,1,D,0.00348616,0.00204198,0.44,,,4.5,,,,7.52E-14,3.11E-14,1.19E-13,6.84E+41,2.82E+41,1.08E+42,31.0344,5.99111,3.6744,0,5.25406,0,swift
2MASX J0249,00040306001,s6,55360.7,689.255,2.265,1.746,0.735,0.222,0.168058,0.831942,U,0.00533098,0,0.44,,,4.5,,,,1.15E-13,0,0,1.04E+42,0,0,3.18444,1.92778,1.71777,0,2.06778,0,swift
2MASX J0249,00040306002--003,s7,55618,1455.93,3.868,2.478,2.132,0.377,0.359002,0.640998,U,0.00497001,0,0.44,,,4.5,,,,1.07E-13,0,0,9.74E+41,0,0,3.63,2.23556,1.71293,0,3.9975,0,swift
2MASX J0249,00040306004--005,s8,57086,2811.97,-0.805,1.804,3.805,0.504,1,0,U,0.0038158,0,0.44,,,4.5,,,,8.24E-14,0,0,7.49E+41,0,0,5.50465,0,3.02918,0,4.95418,0,swift
2MASX J0249,00040306006,s9,57189.2,2986.75,2.929,2.491,3.071,0.453,0.811208,0.188792,U,0.00309824,0,0.44,,,4.5,,,,6.68E-14,0,0,6.08E+41,0,0,5.165,0,3.4666,0,3.83586,0,swift
2MASX J0249,00040306007--008,s10,57284.9,2027.83,2.391,2.275,2.609,0.418,0.734348,0.265652,U,0.00408468,0,0.44,,,4.5,,,,8.80E-14,0,0,8.00E+41,0,0,3.25518,0,1.36909,0,3.66821,0,swift
3XMM J152130.7+074916,00035189001,s11,53623.8,9337.62,4.92,7.057,42.08,1.674,1,0,U,0.00732292,0,0.026,,,4.5,,,,1.89E-13,0,0,1.79E+43,0,0,32.2974,0,25.9127,0,21.5075,0,swift
ASASSN-14ae,00033130001--003,s12,56689.9,6840.06,0,2.142,8.85,0.77,1,0,U,0.00289,0,0.0171,,,4.5,,,,3.74E-14,0,0,1.65E+41,0,0,6.9294,0,2.54888,0,5.53388,0,swift
ASASSN-14ae,00033130004--018,s13,56750.5,25984.4,0,7.469,56.62,1.95,1,0,U,0.00339,0,0.0171,,,4.5,,,,4.39E-14,0,0,1.94E+41,0,0,24.0769,0,8.56421,0,16.6198,0,swift
ASASSN-14ae,00033130019--023,s14,56816.4,9037.74,1.27,3.856,12.73,0.92,0.999997,0,U,0.00288,0,0.0171,,,4.5,,,,3.73E-14,0,0,1.65E+41,0,0,7.68361,0,4.98482,0,8.19429,0,swift
ASASSN-14ae,00033130024,s15,57094.3,2409.95,0,2.31,5.05,0.58,1,0,U,0.00544,0,0.0171,,,4.5,,,,7.05E-14,0,0,3.11E+41,0,0,5.14944,0,2.28954,0,3.269,2.012,swift
ASASSN-14ae,00033130025--027,s16,57151.1,6180.84,1.483,3.851,12.52,0.91,0.999996,0,U,0.00416,0,0.0171,,,4.5,,,,5.39E-14,0,0,2.38E+41,0,0,6.62206,0,2.79325,0,5.95985,0,swift
ASASSN-14li,00033539001--004,s17,56994.7,11659.8,3779.628,61.825,40.37,1.54,0,1,D,0.36,0.00589,0.1223,-0.02,0.02,7.65,-0.3,0.32,1.597 (41),1.17E-11,1.13E-11,1.19E-11,1.10E+43,1.07E+43,1.12E+43,3453.97,62.2589,23.7356,5.34,8.27626,0,swift
ASASSN-14li,"00033539005--012, 00033539014--030, 00033539032--034",s18,57046.7,70225.3,22980.308,152.42,237.69,3.73,0,1,D,0.364,0.00241,0.14,-0.001,0.01,8.04,-0.12,0.13,2.99 (66),1.02E-11,1.01E-11,1.03E-11,9.62E+42,9.52E+42,9.71E+42,20871.9,152.933,137.963,12.94,40.766,0,swift
ASASSN-14li,"00033539035--043, 00033539045--060",s19,57145.8,46452.2,9057.914,95.914,135.09,2.8,0,1,D,0.217,0.00229,0.1357,-0.012,0.013,8.59566,-0.244,0.26,1.677 (45),5.26E-12,5.16E-12,5.33E-12,4.96E+42,4.87E+42,5.03E+42,7010.62,88.6756,26.81,6.12,24.2563,0,swift
ASASSN-14li,00033539061--068,s20,57228.1,15420.8,1877.236,43.762,35.76,1.44,0,1,D,0.135,0.00315,0.137,-0.03,0.02,9.25,-0.7,0.07,0.93 (26),3.35E-12,2.39E-12,3.85E-12,3.16E+42,2.25E+42,3.63E+42,1497.87,41.0178,7.80439,0,12.3039,0,swift
ASASSN-14li,00033539069--080,s21,57364.5,25757,1832.725,43.244,35.28,1.44,0,1,D,0.0791,0.00187,0.133,-0.01,0.01,10,hits upperlimit,hits upperlimit,1.241 (26),2.62E-12,1.68E-12,4.22E-12,2.47E+42,1.58E+42,3.98E+42,1564.68,41.9733,11.4074,0,15.0594,0,swift
ASASSN-14li,"00033539082, 00033539084--090",s22,57425.5,11400,736.154,27.359,11.85,0.7,0,1,D,0.0717,0.00267,0.0787,-0.05,0.03,8.83,-1.7,1.17,0.74 (19),1.95E-12,7.90E-13,2.00E-12,1.84E+42,7.45E+41,1.89E+42,490,22.2,5.27,0,8.82,0,swift
ASASSN-14li,00033539091--098,s23,57538.5,13900,529.972,23.603,26.03,1.04,0,1,D,0.0424,0.00189,0.0457,-0.04,0.06,7.82,-2.6,2.1,1.09 (12),8.45E-13,9.04E-14,9.04E-13,7.97E+41,8.52E+40,8.52E+41,275,16.7,4.8,0,8.81,0,swift
ASASSN-15lh,00033830001--002,s24,57198.4,4839.75,6.696,3.509,5.3,0.56,0.436,0.56,U,0.0028,0,0.0325,,,4.5,,,,2.92E-14,0,0,5.12E+42,0,0,5.291,2.67,4.57,0,5.76,0,swift
ASASSN-15lh,"00033830003, 00033830005--010, 00033830012, 00033830016, 00033830020--041, 00033874002--010, 00033886001--003",s25,57245.5,107871,0,13.238,174.33,3.2,1,0,U,0.0022,0,0.0325,,,4.5,,,,2.30E-14,0,0,4.03E+42,0,0,64.4,0,30.5,0,58,0,swift
ASASSN-15lh,"00033830042, 00033830044--057, 00033830059--061, 00033886004--010, 00034112001--009",s26,57347.3,72821.1,0,12.009,140.08,2.87,1,0,U,0.00268,0,0.0325,,,4.5,,,,2.80E-14,0,0,4.91E+42,0,0,56.2,0,24.8,0,39.8,0,swift
ASASSN-15lh,"00033830062--068, 00033886011--013, 00033886015--023",s27,57461,44289.6,3.672,7.755,53.33,1.77,1,0,U,0.00189,0,0.0325,,,4.5,,,,1.97E-14,0,0,3.45E+42,0,0,31,0,14.5,0,27.8,0,swift
ASASSN-15lh,00033886024--043,s28,57540.3,52293.4,7.841,8.644,63.16,1.93,1,0,U,0.00185,0,0.0325,,,4.5,,,,1.93E-14,0,0,3.38E+42,0,0,32,0,18.1,0,28.8,0,swift
ASASSN-15lh,"00033886044--047, 00033886049--056",s29,57615.4,23899.1,0,4.876,30.1,1.33,1,0,U,0.00216,0,0.0325,,,4.5,,,,2.25E-14,0,0,3.94E+42,0,0,16.5,0,10.7,0,16.1,0,swift
ASASSN-15oi,"00033999001--007, 00033999009--012",s30,57277.1,24730.7,3779.628,61.825,40.37,1.54,0,1,D,0.17,0.00278,0.0561,,,2.95,-0.77,0.88,2.87 (3),5.74E-14,4.90E-14,6.76E-14,5.10E+40,4.35E+40,6.00E+40,46.7489,8.22444,20.8178,5.36111,22.1901,0,swift
ASASSN-15oi,00033999013--027,s31,57325.2,36428,22980.308,152.42,237.69,3.73,0,1,D,0.701,0.00465,0.0561,,,3.905,-0.77,0.88,3427 (5),6.72E-14,5.83E-14,7.43E-14,5.97E+40,5.18E+40,6.60E+40,76.3844,10.4356,27.3733,6.43667,27.9051,0,swift
D3-13,"00080739003, 00080740003",s32,56904.2,1266.13,2.997,2.017,1.003,0.259,0.265345,0.734655,U,0.00351683,0,0.0134,,,4.5,,,,8.39E-14,0,0,4.58E+43,0,0,2.29754,0,1.71777,0,1.81716,0,swift
D3-13,"00080740001--002, 00080741001",s33,56797.2,3543.67,0,1.551,6.12,0.638,1,0,U,0.00424594,0,0.0134,,,4.5,,,,1.01E-13,0,0,5.53E+43,0,0,6.14636,0,2.79325,0,4.94284,0,swift
D3-13,00080742001,s34,56800.4,2247.62,0,3.601,14.461,0.982,1,0,U,0.0127885,0,0.0134,,,4.5,,,,3.05E-13,0,0,1.66E+44,0,0,2.01473,0,1,0,2.06418,0,swift
DES14C1kia,00033565001--011,s35,57063.6,26331.5,0,5.859,35,1.53,1,0,U,0.00223,0,0.00791,,,4.5,,,,2.13E-14,0,0,1.61E+42,0,0,21.8697,0,10.9806,0,16.6885,0,swift
DES14C1kia,00033565012--016,s36,57119.7,9030.18,0,3.305,13.85,0.96,1,0,U,0.00308,0,0.00791,,,4.5,,,,2.94E-14,0,0,2.22E+42,0,0,9.23714,0,4.44167,0,7.81427,0,swift
Dougie,00031338001--009,s37,54873.8,18318.6,5.157,4.696,15.84,1.03,0.999547,0.000452673,U,0.00169,0,0.013,,,4.5,,,,1.95E-14,0,0,2.15E+42,0,0,10.4457,0,8.53878,0,13.7628,0,swift
Dougie,"00031338010--011, 00049888001",s38,55583.9,7444.45,0,2.545,6.93,0.68,1,0,U,0.00221,0,0.013,,,4.5,,,,2.55E-14,0,0,2.81E+42,0,0,5.32708,0,5.15722,0,7.43349,0,swift
"GRB060218, SN2006aj",00054610001--002,s39,54508.1,7401.96,4.496,3.052,4.504,0.559,0.658378,0.341622,U,0.00163182,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,2.67E-14,0,0,6.83E+40,0,0,3.96491,0,3.96491,0,6.11852,0,swift
"GRB060218, SN2006aj",00054610004,s40,55621.7,4629.98,3.778,2.88,4.222,0.541,0.792655,0.207345,U,0.00249251,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,4.08E-14,0,0,1.04E+41,0,0,3.09659,0,2.34517,0,5.8228,0,swift
"GRB060218, SN2006aj",00054610005,s41,55743.9,3758.41,3.088,2.49,2.912,0.449,0.556808,0.443192,U,0.00237434,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,3.88E-14,0,0,9.93E+40,0,0,2.34911,0,2.06214,0,5.22973,0,swift
"GRB060218, SN2006aj",00054610006--007,s42,56246.9,7941.37,2.792,2.892,5.208,0.601,0.966026,0.033974,U,0.00168657,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,2.77E-14,0,0,7.08E+40,0,0,6.4839,0,3.09994,0,6.55493,0,swift
"GRB060218, SN2006aj",00054610008,s43,56550.5,4088.06,2.368,2.276,2.632,0.427,0.738734,0.261266,U,0.00203819,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,3.34E-14,0,0,8.55E+40,0,0,3.32323,0,2.06214,0,4.26585,0,swift
"GRB060218, SN2006aj",00054610009,s44,56672.2,4749.86,-2.558,1.521,4.558,0.561,1,0,U,0.00256449,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,4.19E-14,0,0,1.07E+41,0,0,3.53866,0,2.60476,0,5.21643,0,swift
"GRB060218, SN2006aj",00054610010,s45,56870.5,3910.75,0.137,1.459,1.863,0.359,1,0,U,0.0016927,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,2.77E-14,0,0,7.08E+40,0,0,4.15367,0,2.34122,0,2.7809,0,swift
"GRB060218, SN2006aj",00054610011--015,s46,56936.4,9542.17,2.681,3.241,7.319,0.711,0.994486,0.00551404,U,0.0017973,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,2.95E-14,0,0,7.54E+40,0,0,6.29702,0,5.27586,0,8.26696,0,swift
"GRB060218, SN2006aj","00054610016--017,00054610019",s47,57331.4,3925.79,1.053,1.771,1.947,0.368,0.857298,0.142702,U,0.00173583,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,2.85E-14,0,0,7.29E+40,0,0,3.33289,0,2.61585,0,2.9996,0,swift
"GRB060218, SN2006aj",00191157000--021,s48,53792.7,239159,1756.235,44.02,169.765,3.423,0,1,D,0.00815931,0.000204513,0.41,-0.07,0.07,3.027,-0.2,0.22,1.05 (68),1.29E-13,1.24E-13,1.31E-13,3.29E+41,3.18E+41,3.35E+41,645.202,27.7511,991.908,33.97,301.332,19.605,swift
"GRB060218, SN2006aj",00191157025--042,s49,53810.9,110873,5.314,8.874,68.686,2.18,1,0,U,0.000937503,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,1.54E-14,0,0,3.93E+40,0,0,32.2367,0,23.6096,0,53.5285,0,swift
"GRB060218, SN2006aj",00191157050--052,s50,53941.7,11675,3.775,3.391,7.225,0.708,0.975006,0.0249941,U,0.00145504,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,2.39E-14,0,0,6.12E+40,0,0,5.47186,0,5.29638,0,8.30228,0,swift
"GRB060218, SN2006aj",00191157053,s51,55545.3,3448.75,0.057,1.461,1.943,0.367,1,0,U,0.00197326,0,0.41,same as swift fit for this event,,3.027,same as swift fit for this event,,,3.23E-14,0,0,8.25E+40,0,0,3.09994,0,2.06641,0,3.92718,0,swift
HLX-1,00031287001--004,s52,54774,33318.8,385.797,20.811,44.203,1.761,0,1,D,0.0128655,0.000694002,0.0673,-0.045,0.0586,3.56,-0.43,0.52,1.346 (15),2.68E-13,2.51E-13,2.85E-13,2.97E+41,2.79E+41,3.16E+41,289.32,18.4244,89.6711,10.7033,26.16,6.317,swift
HLX-1,00031287005--010,s53,55057.2,38118.7,578.036,25.108,48.964,1.853,0,1,D,0.016849,0.000731866,0.6738,0.045,0.0586,3.56,-0.427,0.5219,1.346 (15),2.98E-13,2.76E-13,3.18E-13,3.30E+41,3.06E+41,3.52E+41,49.7335,0,31.3157,0,27.6049,0,swift
HLX-1,"00031287011--014, 00031287016--021",s54,55157.2,38740,533.424,24.217,49.576,1.864,0,1,D,0.0152993,0.000694574,0.067385,-0.045,0.0586,3.56,-0.427,0.522,1.346 (15),2.65E-13,2.46E-13,2.82E-13,2.94E+41,2.72E+41,3.13E+41,32.9051,0,27.8471,0,29.8052,0,swift
HLX-1,00031287022--034,s55,55247,27427.8,154.783,14.44,50.217,1.877,0,1,D,0.00289553,0,0.067377,-0.045,0.0586,3.56,-0.427,0.52,1.346 (15),2.68E-13,2.53E-13,2.88E-13,2.97E+41,2.80E+41,3.20E+41,32.8037,0,28.1787,0,31.8965,0,swift
HLX-1,"00031287035--043, 00031287045--047",s56,55347.4,25552.3,7.868,7.422,44.132,1.758,1,0,U,0.00278564,0,0.175953,average of swift fits for this event,,3.84913,average of swift fits for this event,,,6.28E-14,0,0,6.96E+40,0,0,26.5086,0,17.8154,0,19.615,0,swift
HLX-1,00031287048--062,s57,55449,50615.1,985.577,32.72,79.423,2.364,0,1,D,0.0216355,0.000718274,0.36,-0.12,0.14,5.59,-0.649,0.775,0.77 (29),4.26E-13,4.02E-13,4.51E-13,4.72E+41,4.45E+41,5.00E+41,840.856,31.0433,210.738,15.95,31.5949,0,swift
HLX-1,"00031287063--067, 00031287069--074, 00031287077--079, 00031896001",s58,55543.6,112603,534.395,24.848,77.605,2.33,0,1,D,0.00527313,0.000245187,0.106,-0.047,0.05786,3.74,-0.405,0.48,1.462 (22),2.09E-13,2.00E-13,2.22E-13,2.32E+41,2.22E+41,2.46E+41,406.664,21.99,127.229,12.8244,37.4164,0,swift
HLX-1,"00031287080--089, 00031287090--092",s59,55646.1,25752.2,19.817,7.926,40.183,1.679,0.999928,7.24E-05,U,0.00255426,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,5.74E-14,0,0,6.36E+40,0,0,25.2016,0,18.6648,0,21.4728,0,swift
HLX-1,"00031287093--109, 00031287111",s60,55771.3,26975.9,322.353,19.733,62.647,2.095,0,1,D,0.0132774,0.000812784,0.1635,-0.0787,0.106,3.79,-0.606,0.747,0.83 (13),2.77E-13,2.62E-13,2.95E-13,3.07E+41,2.91E+41,3.27E+41,256.777,17.6522,97.38,10.8589,22.0665,0,swift
HLX-1,00031287112--170,s61,55846.8,83165.1,1114.738,36.923,232.262,4.038,0,1,D,0.0148932,0.000493302,0.178,-0.043,0.053,4.335,-0.3186,0.369974,1.581 (42),3.48E-13,3.35E-13,3.63E-13,3.86E+41,3.72E+41,4.02E+41,924.897,33.3422,244.204,17.4167,44.6027,0,swift
HLX-1,"00031287172--174, 00031287176--179, 00031287181--185, 00031287187--191",s62,55932.1,21216.1,30.7,10.343,71.3,2.233,1,0,U,0.00506072,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,1.14E-13,0,0,1.26E+41,0,0,43.8748,0,14.9783,0,17.1828,0,swift
HLX-1,00031287192--202,s63,56053.2,24620.8,13.616,6.948,32.384,1.507,0.999963,3.71E-05,U,0.0022319,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,5.02E-14,0,0,5.57E+40,0,0,23.3986,0,18.4206,0,19.0034,0,swift
HLX-1,"00031287203--220, 00031287223--243, 00031287245--246, 00031287248--252, 00031287254--255",s64,56152.8,47378.7,365.358,21.126,75.642,2.302,0,1,D,0.00856826,0.00049544,0.13,-0.07,0.097,3.549,-0.565,0.68,1.36 (13),1.62E-13,1.49E-13,1.72E-13,1.79E+41,1.65E+41,1.91E+41,240.951,17.3478,103.191,11.6033,29.9684,0,swift
HLX-1,"00032577001--022, 00080013001",s65,56244.9,23254.8,166.961,14.336,36.039,1.591,0,1,D,0.00797738,0.000684973,0.0983,-0.09,0.15,3.17,-0.68,0.05,1.09 (6),1.67E-13,1.48E-13,1.81E-13,1.85E+41,1.64E+41,2.00E+41,116.514,12.1167,48.08,7.97667,19.036,0,swift
HLX-1,00032577023--029,s66,56463.4,15455.7,18.112,6.104,17.888,1.12,0.520838,0.479162,U,0.00219812,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,4.95E-14,0,0,5.49E+40,0,0,16.1322,0,12.7111,0,12.373,0,swift
HLX-1,00032577030--049,s67,56551.7,42586.4,391.879,21.484,65.121,2.14,0,1,D,0.0102244,0.000560534,0.20588,-0.0757,0.103,4.347,-0.56,0.7115,0.75 (17),2.09E-13,1.97E-13,2.24E-13,2.31E+41,2.18E+41,2.49E+41,318.077,19.5478,96.4378,11.2211,33.6606,0,swift
HLX-1,00032577050--068,s68,56649,48937,200.359,16.772,75.641,2.301,0,1,D,0.00454914,0.000380807,0.0985,-0.089,0.152,3.47,-0.67,0.99,1.08 (8),9.32E-14,8.60E-14,1.00E-13,1.03E+41,9.53E+40,1.11E+41,151.211,14.1744,52.53,8.97,30.7049,0,swift
HLX-1,00032577--075,s69,56721.5,17358.7,-21.595,7.417,71.595,2.24,1,0,U,0.00620754,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,1.40E-13,0,0,1.55E+41,0,0,38.012,0,13.735,0,14.7253,0,swift
HLX-1,00032577077--080,s70,56991,5643.87,7.108,4.077,8.892,0.789,0.783204,0.216796,U,0.00351175,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,7.90E-14,0,0,8.76E+40,0,0,10.406,0,5.84767,0,5.56844,0,swift
HLX-1,00032577081--097,s71,57082.6,29273.4,345.317,20.725,78.683,2.353,0,1,D,0.013107,0.000786646,0.13,-0.068,0.0911,3.47986,-0.576,739,1.786 (14),2.61E-13,2.42E-13,2.77E-13,2.90E+41,2.68E+41,3.07E+41,249.487,17.6689,91.9944,10.7567,31.613,6.699,swift
HLX-1,00032577098--099,s72,57112.2,3815.86,10.33,4.049,5.67,0.63,0.0630758,0.936924,U,0.00373108,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,8.40E-14,0,0,9.31E+40,0,0,8.24227,0,4.62222,2.49889,5.56844,0,swift
HLX-1,00049794001--004,s73,56368.4,12803.6,17.011,5.056,7.989,0.748,0.00366865,0.996331,D,0.00142915,0.000438764,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,3.22E-14,2.23E-14,4.21E-14,3.57E+40,2.47E+40,4.67E+40,9.13378,0,6.02326,0,7.15162,0,swift
HLX-1,00091907001--006,s74,56776,10965.6,-1.919,4.281,18.919,1.151,1,0,U,0.0032392,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,7.29E-14,0,0,8.09E+40,0,0,15.7506,0,9.56535,0,12.5946,0,swift
HLX-1,00091907007--013,s75,56848.5,19458.8,12.693,6.222,24.307,1.307,0.997883,0.00211721,U,0.0022325,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,5.02E-14,0,0,5.57E+40,0,0,19.0448,0,14.654,0,14.6451,0,swift
HLX-1,00091907014--026,s76,56952.9,26119.1,27.051,8.669,44.949,1.774,0.998437,0.00156268,U,0.00276775,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,6.24E-14,0,0,6.91E+40,0,0,25.9475,0,18.8795,0,18.8833,0,swift
HLX-1,00091907027--037,s77,57037.8,19573.8,173.02,14.247,27.98,1.403,0,1,D,0.00982154,0.000808736,0.1173,-0.0917,0.155,4.177,-0.79,1.2,1.749 (6),2.15E-13,1.98E-13,2.38E-13,2.39E+41,2.19E+41,2.63E+41,150.037,13.4611,32.9522,6.60889,16.7221,0,swift
HLX-1,00092116001--010,s78,57158.7,24637.7,15.712,7.385,36.288,1.594,0.999978,2.18E-05,U,0.00245152,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,5.52E-14,0,0,6.12E+40,0,0,26.1795,0,16.6057,0,20.4374,0,swift
HLX-1,"00092116011--018, 00092116020--021",s79,57248,26758.4,23.524,7.977,37.476,1.623,0.995538,0.00446224,U,0.00231874,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,5.22E-14,0,0,5.79E+40,0,0,25.2524,0,16.7726,0,21.211,0,swift
HLX-1,00092116022--025,s80,57322.3,10480.7,0.767,4.259,16.233,1.066,1,0,U,0.00300236,0,0.176,average of swift fits for this event,,3.85,average of swift fits for this event,,,6.75E-14,0,0,7.49E+40,0,0,13.0796,0,10.5387,0,9.60912,0,swift
IC 3599,00037507001,s81,55252.3,2120.2,318.394,17.98,4.606,0.535,0,1,D,0.166858,0.00942261,0.0786,-0.0645,0.083,4.486,-0.866,1.01,0.91(9),7.11E-12,6.67E-12,7.67E-12,7.13E+42,6.70E+42,7.70E+42,290.978,18.0211,16.2522,4.30667,4.14377,0,swift
IC 3599,00037507003,s82,55333,1233.66,88.441,9.492,1.559,0.312,0,1,D,0.0796556,0.0085491,0.0709,-0.055,0.069,4.14,-0.83,0.91,0.81 (1),1.57E-12,1.29E-12,1.77E-12,1.58E+42,1.29E+42,1.78E+42,68.6811,8.75,1.3174,0,3.314,2.011,swift
IC 3599,00037507004,s83,56595,4779.82,16.081,4.841,6.919,0.657,0.00215054,0.997849,D,0.00344276,0.00112533,0.07475,average of swift fits for this event,,4.313,average of swift fits for this event,,,8.61E-14,5.81E-14,1.14E-13,8.64E+40,5.83E+40,1.15E+41,10.9811,4.03556,5.10786,0,6.61348,0,swift
IC 3599,00037507005,s84,56602.1,4832.26,9.364,3.78,4.636,0.539,0.0468952,0.953105,D,0.00255124,0.000869159,0.07475,average of swift fits for this event,,4.313,average of swift fits for this event,,,6.38E-14,4.20E-14,8.56E-14,6.41E+40,4.22E+40,8.59E+40,6.2159,0,3.91184,0,5.45797,0,swift
IC 3599,00037507006,s85,56742.3,4643.93,12.245,4.285,5.755,0.6,0.0151141,0.984886,D,0.00309888,0.00102523,0.07475,average of swift fits for this event,,4.313,average of swift fits for this event,,,7.76E-14,5.18E-14,1.03E-13,7.79E+40,5.20E+40,1.04E+41,6.20872,0,5.69333,2.73444,6.37399,0,swift
IC 3599,00037569001,s86,56877.3,1605.75,2.686,2.02,1.314,0.287,0.378129,0.621871,U,0.0032888,0,0.07475,average of swift fits for this event,,4.313,average of swift fits for this event,,,8.23E-14,0,0,8.27E+40,0,0,3.12667,0,2.21266,0,1.99139,0,swift
IC 3599,00037569002--003,s87,56980.3,4967.13,14.872,4.624,6.128,0.619,0.00434549,0.995655,D,0.00303203,0.00103436,0.07475,average of swift fits for this event,,4.313,average of swift fits for this event,,,7.58E-14,5.00E-14,1.02E-13,7.61E+40,5.02E+40,1.02E+41,8.45383,0,4.61784,0,5.187,2.667,swift
IC 3599,00037569004,s88,57110.9,2829.43,2.24,2.891,5.76,0.6,0.978698,0.0213015,U,0.00508937,0,0.07475,average of swift fits for this event,,4.313,average of swift fits for this event,,,1.27E-13,0,0,1.28E+41,0,0,5.12087,0,2.21266,0,3.52066,0,swift
